INFO:__main__:[RCBK] 2025-07-23 08:41:53.872 | WARNING  | lokbot.farmer:_on_field_objects_gather:1293 - Kingdom is not online for gathering, attempting to reconnect...
INFO:__main__:[RCBK] 2025-07-23 08:41:53.872 | INFO     | lokbot.farmer:_reconnect_kingdom:202 - Attempting kingdom reconnection...
